"TF","Name","TotalWord","Frequency","URL","IDF"
"0.0153846153846154","00598AD17FC71CF9B790D4DE30F554E4.txt","130","2","https://www.newscientist.com/article/mg24933233-500-first-universal-coronavirus-vaccine-will-start-human-trials-this-year/",""
"0.00158478605388273","043C0A273F79769DEFE10065FDDF8ACE.txt","1262","2","https://www.politicshome.com/thehouse/article/coronavirus-public-health-local-responsibility",""
"0.00490196078431373","06981D6ACDA2CC76607E6D26A890ADDD.txt","408","2","http://veronews.com/2021/02/24/coronavirus-in-irc-feb-24-update/",""
"0.00420168067226891","06D2272CBBA3DFBE888ECECD7AB70E52.txt","952","4","https://www.manorisd.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=1600&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=10464&PageID=1",""
"0.00555555555555556","0849208EA818DAF13BE431C8D4B3E682.txt","540","3","https://pittsburgh.cbslocal.com/2021/02/24/allegheny-county-3-uk-variants-covid-19/?utm_source=dlvr.it&utm_medium=twitter",""
"0.00814332247557003","09DDC73A8C3F88447FECAE5DA3595307.txt","614","5","https://www.cbsnews.com/live-updates/coronavirus-china-outbreak-death-toll-infections-latest-updates-2020-02-17/",""
"0.00290275761973875","0DE97A7AB6CFFB4EA1508F567D9EC3F3.txt","689","2","https://www.cnbc.com/2021/02/24/house-democrats-aim-to-pass-1point9-trillion-covid-relief-bill-on-friday.html?utm_source=dlvr.it&utm_medium=twitter",""
"0.00476758045292014","0FD359B85C585EA853E33FC1B37FB63D.txt","839","4","https://www.wcvb.com/article/biogen-conference-bostons-first-coronavirus-superspreader-event/35618145",""
"0.0053475935828877","11C3F8E66AFC92700C7163DEBF54DC37.txt","561","3","https://thewest.com.au/news/coronavirus/two-patients-given-wrong-dose-of-coronavirus-vaccine-ng-b881805132z?utm_campaign=share-icons&utm_source=twitter&utm_medium=social&tid=1614210946210",""
"0.00940438871473354","1A66EC56126220F3117290FAFE30CBF0.txt","319","3","https://www.cbsnews.com/news/trump-rallies-after-coronavirus-airborne/",""
"0.00591715976331361","1BE33381F556546EE08EC5512FD84948.txt","338","2","https://www.donaldjtrump.com/media/study-hydroxychloroquine-significantly-lowers-coronavirus-death-rate/",""
"0.00836820083682008","2506978D729F8C361CC76D5AFB060395.txt","239","2","https://www.euronews.com/2021/02/24/which-vaccine-should-i-choose-serbia-gives-citizens-choice-of-four-coronavirus-jabs",""
"0.00835654596100279","311BE8C71372296C008D032598E701E3.txt","359","3","http://www.msn.com/en-us/news/politics/who-coronavirus-deaths-down-20-percent-worldwide-last-week/ar-BB1dYbsJ",""
"0.0301204819277108","34146915A6689ED5DF6341CC76E31F6C.txt","166","5","https://www.statista.com/statistics/1109011/coronavirus-covid19-death-rates-us-by-state/",""
"0.00213903743315508","3506E98BDC7FD00C6C63E5A69BF6C51F.txt","935","2","https://news.sky.com/story/covid-19-scientists-predicted-at-least-30000-more-coronavirus-deaths-under-most-optimistic-model-for-lifting-lockdown-12226058?dcmp=snt-sf-twitter",""
"0.00322985824511035","427698F2E700EBB23431C0BE07B12001.txt","5573","18","https://www.capradio.org/articles/2021/02/24/california-coronavirus-updates-february-2021/",""
"0.00384122919334187","454242F2B8074353D1A26F32F414FE56.txt","781","3","https://miriaf.webs.com/school-consent-coronavirus",""
"0.0153846153846154","482E6FB5E1F8DBBFE0F94B53C0B749AA.txt","130","2","https://www.newscientist.com/article/mg24933233-500-first-universal-coronavirus-vaccine-will-start-human-trials-this-year/?utm_medium=social&utm_campaign=echobox&utm_source=Twitter#Echobox=1614187313",""
"0.00366300366300366","489D2978030B34D9EC5931F44FC1E0F0.txt","1638","6","https://www.cnn.com/2021/02/24/health/us-coronavirus-wednesday/index.html",""
"0.00254129606099111","4A8B01C63C5792DB1DF49D982F889041.txt","787","2","https://www.jdsupra.com/legalnews/coronavirus-the-hill-and-the-headlines-1600685/",""
"0.00778210116731518","4CC7C4C032D0E2AD6A87DD3230F64BDC.txt","1028","8","https://blog.viviennebalonwu.com/2021/02/a-new-coronavirus-variant-is-spreading.html",""
"0.0102564102564103","4D6D0A96B34A8CB710F3B9875816E1DD.txt","585","6","https://irantrue.com/iran-coronavirus-february-24-uk-variant-storm/",""
"0.0056390977443609","58989896975C3A7E66EA36CD91A8236B.txt","532","3","https://news.yahoo.com/amphtml/israel-adopts-law-allowing-names-153232886.html?__twitter_impression=true",""
"0.00254129606099111","5966CFD6B7D057A547A8B071F3A3D20E.txt","787","2","https://www.jdsupra.com/legalnews/coronavirus-the-hill-and-the-headlines-1600685",""
"0.00634920634920635","59B25156D1FAA98511C9C52FF3411772.txt","315","2","https://richieallen.co.uk/italian-media-dozens-of-teachers-sick-after-receiving-coronavirus-jab/",""
"0.0198019801980198","5F21807987DF6DF5ABF30EAFE2114E8C.txt","202","4","https://www.advanceuk.org/existing-customers/coronavirus-further-information",""
"0.00408830744071954","60736852577B0FAC21D6A9A9580BCE33.txt","1223","5","https://www.cnn.com/2021/02/24/world/coronavirus-newsletter-02-24-21-intl/index.html",""
"0.0217391304347826","6575870946FC0CC67AD44909EBD3ABCF.txt","138","3","https://www.radio.com/knx1070/news/local/covid-outbreak-occurs-at-usc-2-confirmed-uk-variant",""
"0.00837988826815642","6804964E08E5A6160C7CD437A7336B62.txt","358","3","https://www.express.co.uk/news/world/1402278/California-Covid-strain-coronavirus-variant-kent-south-africa-brazil-joe-biden-us",""
"0.0188679245283019","688096909BCADE3B9234401628B70E96.txt","265","5","http://www.msn.com/en-us/travel/news/head-of-uks-national-health-service-pushes-back-on-gwyneth-paltrow-coronavirus-claims/ar-BB1dZf6r?ocid=st",""
"0.00512820512820513","6F3D156773E0EE53FA77E17DF3858F28.txt","390","2","https://www.bostonherald.com/2021/02/24/tips-for-scoring-a-massachusetts-coronavirus-vaccine-appointment/?utm_content=tw-bostonherald&utm_campaign=socialflow&utm_source=twitter.com&utm_medium=social",""
"0.0263157894736842","71240E53B8CFE9FCE3BFA65FC50FB88E.txt","228","6","https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/book-coronavirus-vaccination/",""
"0.0024330900243309","758FEF56CD65CD1A63CE488A4EAA813F.txt","1233","3","https://www.norwalkct.org/1909/COVID-19---City-News-and-Community-Updat",""
"0.0102040816326531","79BD9C7420282A848FA7BBA9AF2EC40F.txt","294","3","https://www.ctvnews.ca/health/coronavirus/moderna-is-developing-booster-shot-for-new-coronavirus-variants-increases-vaccine-production-target-1.5322858",""
"0.00755667506297229","8458935B8979D090D68772C11796541D.txt","397","3","https://www.ndtv.com/india-news/coronavirus-sputnik-5-vaccine-efficacy-91-6-per-cent-for-india-meeting-today-to-review-2377374",""
"0.1","8632CECA6E7994B4B7D0651F8382BC6D.txt","30","3","https://www.nhs.uk/conditions/coronavirus-covid-19/coronavirus-vaccination/",""
"0.00847457627118644","8ADFFBBA876D5ECA4E8E3ECBD7AE785A.txt","590","5","http://www.msn.com/en-us/news/politics/joe-biden-honors-the-half-million-us-lives-lost-to-coronavirus/ar-BB1dUIUi",""
"0.0204081632653061","955399A8D36CF6AAB332FDDC085008DA.txt","196","4","https://egyptianchronicles.blogspot.com/2021/02/coronavirus-on-nile-very-covid19.html",""
